"","Transect","Quad","Year","Round","Date","Temp","Wspd","Start","Time","Veg","Num","Type_pollinator","Bee_type","Size","Long_pol_sp","fine_pollinator","fine_pollinator_size","Tyear"
"35","IRC01","15",2021,1,"22-Mar",18,NA,"12:58","9:20",NA,NA,"BEE","Apis",NA,"Honeybee","BEE_Apis","BEE_Apis","IRC01_2021_1"
"36","IRC01","15",2021,1,"22-Mar",18,NA,"12:58","18:42",NA,NA,"BEE","Native",5,"Megachillid","BEE_Native","BEE_Native_5","IRC01_2021_1"
"37","GYP08","30",2021,1,"23-Mar",18,NA,"13:48","19:36","SALMEL",2,"BEE","Native",5,"tiny native bee","BEE_Native","BEE_Native_5","GYP08_2021_1"
"38","SS05","5",2021,1,"25-Mar",14,NA,"9:54","1:16","MIRLAE",NA,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","SS05_2021_1"
"39","SS05","15",2021,1,"25-Mar",14,NA,"10:23","0:00","MIRLAE",1,"BEE","Bombus",NA,"Bombus californicus","BEE_Bombus","BEE_Bombus","SS05_2021_1"
"40","SS05","56",2021,1,"25-Mar",14,NA,"11:03","1:03","MIRLAE",NA,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","SS05_2021_1"
"41","SS05","56",2021,1,"25-Mar",14,NA,"11:03","1:05","MIRLAE",NA,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","SS05_2021_1"
"42","SS05","56",2021,1,"25-Mar",14,NA,"11:03","2:30","MIRLAE",2,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","SS05_2021_1"
"43","SS05","56",2021,1,"25-Mar",14,NA,"11:03","11:39","MIRLAE",1,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","SS05_2021_1"
"44","SS05","56",2021,1,"25-Mar",14,NA,"11:03","14:39","MIRLAE",NA,"BEE","Bombus",NA,"Bombus californicus","BEE_Bombus","BEE_Bombus","SS05_2021_1"
"45","SS05","56",2021,1,"25-Mar",14,NA,"11:03","16:02","MIRLAE",2,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","SS05_2021_1"
"46","SS05","56",2021,1,"25-Mar",14,NA,"11:03","","MIRLAE",11,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","SS05_2021_1"
"47","SS05","35",2021,1,"25-Mar",15,NA,"11:26","0:00","MIRLAE",NA,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","SS05_2021_1"
"48","SS05","35",2021,1,"25-Mar",15,NA,"11:26","1:28","MIRLAE",NA,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","SS05_2021_1"
"49","SS05","35",2021,1,"25-Mar",15,NA,"11:26","1:46","MIRLAE",NA,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","SS05_2021_1"
"50","SS05","35",2021,1,"25-Mar",15,NA,"11:26","1:56","MIRLAE",2,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","SS05_2021_1"
"51","SS05","35",2021,1,"25-Mar",15,NA,"11:26","","MIRLAE",NA,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","SS05_2021_1"
"52","SS05","35",2021,1,"25-Mar",15,NA,"11:26","4:54","MIRLAE",2,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","SS05_2021_1"
"53","SS05","35",2021,1,"25-Mar",15,NA,"11:26","4:54","MIRLAE",NA,"BEE","Native",20,"Xylocopa californica","BEE_Native","BEE_Native_20","SS05_2021_1"
"54","SS05","35",2021,1,"25-Mar",15,NA,"11:26","12:15","MIRLAE",1,"BEE","Native",20,"Xylocopa californica","BEE_Native","BEE_Native_20","SS05_2021_1"
"55","I14","25",2021,1,"26-Mar",15,NA,"10:25","19:50","GILANG",22,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","I14_2021_1"
"56","I14","10",2021,1,"26-Mar",15,NA,"10:11","10:15","GILANG",2,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","I14_2021_1"
"57","I14","10",2021,1,"26-Mar",15,NA,"10:11","10:16","GILANG",2,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","I14_2021_1"
"58","I14","10",2021,1,"26-Mar",15,NA,"10:11","10:19","EROCIC",1,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","I14_2021_1"
"59","I14","10",2021,1,"26-Mar",15,NA,"10:11","10:26","EROCIC",3,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","I14_2021_1"
"60","I14","10",2021,1,"26-Mar",15,NA,"10:11","10:27","EROCIC",1,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","I14_2021_1"
"61","I14","10",2021,1,"26-Mar",15,NA,"10:11","10:29","GILANG",1,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","I14_2021_1"
"62","I14","10",2021,1,"26-Mar",15,NA,"10:11","10:30","GILANG",2,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","I14_2021_1"
"63","I14","40",2021,1,"26-Mar",15,NA,"10:38","10:56","GILANG",3,"BEE","Apis",NA,"Apis Mellifera","BEE_Apis","BEE_Apis","I14_2021_1"
"64","I14","40",2021,1,"26-Mar",15,NA,"10:38","10:57","GILANG",5,"LID","",NA,"Bombillid","LID","LID","I14_2021_1"
"65","I15","20",2021,1,"26-Mar",16,NA,"13:23","5:20","CALCIL",32,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","I15_2021_1"
"66","I15","20",2021,1,"26-Mar",16,NA,"13:23","11:15","CALCIL",22,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","I15_2021_1"
"67","I15","20",2021,1,"26-Mar",16,NA,"13:23","13:03","CALCIL",4,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","I15_2021_1"
"68","I15","20",2021,1,"26-Mar",16,NA,"13:23","14:15","CALCIL",4,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","I15_2021_1"
"69","I15","20",2021,1,"26-Mar",16,NA,"13:23","15:33","CALCIL",1,"LID","",NA,"Bombillid","LID","LID","I15_2021_1"
"70","I15","20",2021,1,"26-Mar",16,NA,"13:23","19:37","CALCIL",4,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","I15_2021_1"
"71","I15","30",2021,1,"26-Mar",16,NA,"13:50","12:26","GILANG",1,"DIP","",NA,"Diptera (mosquito)","DIP","DIP","I15_2021_1"
"72","I15","30",2021,1,"26-Mar",16,NA,"13:20","13:38","GILANG",1,"DIP","",NA,"sm fly","DIP","DIP","I15_2021_1"
"73","I15","20",2021,1,"26-Mar",16,NA,"13:45","13:46","CALCIL",10,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","I15_2021_1"
"74","I15","20",2021,1,"26-Mar",16,NA,"13:45","13:48","CALCIL",6,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","I15_2021_1"
"75","I15","20",2021,1,"26-Mar",16,NA,"13:45","13:53","CALCIL",2,"SYP","",NA,"Syrphid fly","SYP","SYP","I15_2021_1"
"76","I15","20",2021,1,"26-Mar",16,NA,"13:45","14:00","CALCIL",17,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","I15_2021_1"
"77","I15","20",2021,1,"26-Mar",16,NA,"13:45","14:04","CALCIL",3,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","I15_2021_1"
"78","GYP02","30",2021,1,"29-Mar",NA,NA,"10:54","4:56","KECANT",2,"BEE","Native",5,"Ceratina 1","BEE_Native","BEE_Native_5","GYP02_2021_1"
"79","GYP02","30",2021,1,"29-Mar",NA,NA,"10:54","","EROCIC",1,"BEE","Native",5,"cont.","BEE_Native","BEE_Native_5","GYP02_2021_1"
"80","GYP02","30",2021,1,"29-Mar",NA,NA,"10:54","9:44","KECANT",2,"BEE","Native",5,"Ceratina 1","BEE_Native","BEE_Native_5","GYP02_2021_1"
"81","SS03","20",2021,1,"30-Mar",18,NA,"10:40","15:23","EROCIC",NA,"BEE","Native",10,"Hylaeus","BEE_Native","BEE_Native_10","SS03_2021_1"
"82","SS03","20",2021,1,"30-Mar",19,NA,"11:32","14:14","DICCAP",NA,"BEE","Bombus",NA,"Bombus californicus","BEE_Bombus","BEE_Bombus","SS03_2021_1"
"83","SS03","45",2021,1,"30-Mar",21,NA,"13:08","0:15","CRYMUR",2,"DIP","",NA,"Diptera spp.","DIP","DIP","SS03_2021_1"
"84","SS03","45",2021,1,"30-Mar",21,NA,"13:28","1:43","CRYMUR",1,"DIP","",NA,"Diptera","DIP","DIP","SS03_2021_1"
"85","SS03","45",2021,1,"30-Mar",21,NA,"13:28","9:34","CRYMUR",2,"BEE","Native",5,"Native bee","BEE_Native","BEE_Native_5","SS03_2021_1"
"86","SS03","45",2021,1,"30-Mar",21,NA,"13:28","10:38","CRYMUR",1,"DIP","",NA,"Diptera","DIP","DIP","SS03_2021_1"
"87","GYP09","40",2021,1,"1-Apr",NA,NA,"9:37","6:26","CALMAC",NA,"BEE","Bombus",NA,"Bombus californicus","BEE_Bombus","BEE_Bombus","GYP09_2021_1"
"88","GYP09","40",2021,1,"1-Apr",NA,NA,"9:37","10:58","SALMEL",NA,"BEE","Bombus",NA,"Bombus californicus","BEE_Bombus","BEE_Bombus","GYP09_2021_1"
"89","GYP09","40",2021,1,"1-Apr",NA,NA,"9:37","12:40","CALMAC",NA,"BEE","Bombus",NA,"Bombus californicus","BEE_Bombus","BEE_Bombus","GYP09_2021_1"
"90","GYP09","30",2021,1,"1-Apr",NA,NA,"10:12","2:32","SALMEL",NA,"BEE","Bombus",NA,"Bombus spp","BEE_Bombus","BEE_Bombus","GYP09_2021_1"
"91","GYP09","30",2021,1,"1-Apr",NA,NA,"10:12","5:58","SALMEL",NA,"BEE","Bombus",NA,"Bombus californicus","BEE_Bombus","BEE_Bombus","GYP09_2021_1"
"92","GYP09","30",2021,1,"1-Apr",NA,NA,"10:12","9:40","SALMEL",NA,"BEE","Native",10,"Native bee","BEE_Native","BEE_Native_10","GYP09_2021_1"
"93","GYP09","30",2021,1,"1-Apr",NA,NA,"10:12","11:50","SALMEL",NA,"BEE","Native",10,"Native bee","BEE_Native","BEE_Native_10","GYP09_2021_1"
"94","GYP09","30",2021,1,"1-Apr",NA,NA,"10:12","14:42","SALMEL",5,"BEE","Bombus",NA,"Bombus californicus","BEE_Bombus","BEE_Bombus","GYP09_2021_1"
"95","GYP09","30",2021,1,"1-Apr",NA,NA,"10:12","18:32","SALMEL",NA,"BEE","Native",5,"Xylocopa","BEE_Native","BEE_Native_5","GYP09_2021_1"
"96","GYP09","0",2021,1,"1-Apr",NA,NA,"11:13","0:00",NA,NA,"LID","",NA,"Bombyllid","LID","LID","GYP09_2021_1"
"97","GYP09","0",2021,1,"1-Apr",NA,NA,"11:13","10:32","PHOAUR",2,"BEE","Native",10,"Native bee","BEE_Native","BEE_Native_10","GYP09_2021_1"
"98","GYP09","0",2021,1,"1-Apr",NA,NA,"11:13","14:25","PHOAUR",NA,"BEE","Native",10,"""","BEE_Native","BEE_Native_10","GYP09_2021_1"
"99","GYP09","0",2021,1,"1-Apr",NA,NA,"11:13","15:06","PHOAUR",NA,"BEE","Native",5,"Native bee","BEE_Native","BEE_Native_5","GYP09_2021_1"
"100","GYP09","0",2021,1,"1-Apr",NA,NA,"11:13","19:02","PHOAUR",NA,"BEE","Native",5,"Native bee","BEE_Native","BEE_Native_5","GYP09_2021_1"
"101","GYP09","0",2021,1,"1-Apr",NA,NA,"11:13","19:34","PHOAUR",3,"BEE","Native",10,"Native bee","BEE_Native","BEE_Native_10","GYP09_2021_1"
"102","GYP09","30",2021,1,"1-Apr",NA,NA,"12:21","4:05","SALMEL",NA,"BEE","Native",10,"Native bee","BEE_Native","BEE_Native_10","GYP09_2021_1"
"103","GYP09","30",2021,1,"1-Apr",NA,NA,"12:21","4:40","SALMEL",NA,"BEE","Native",10,"Native bee","BEE_Native","BEE_Native_10","GYP09_2021_1"
"104","GYP09","30",2021,1,"1-Apr",NA,NA,"12:21","5:02","SALMEL",NA,"BEE","Native",10,"Native bee","BEE_Native","BEE_Native_10","GYP09_2021_1"
"105","GYP09","30",2021,1,"1-Apr",NA,NA,"12:21","8:23","SALMEL",NA,"BEE","Native",5,"Native bee","BEE_Native","BEE_Native_5","GYP09_2021_1"
"106","GYP09","30",2021,1,"1-Apr",NA,NA,"12:21","8:25","SALMEL",NA,"BEE","Bombus",NA,"Bombus","BEE_Bombus","BEE_Bombus","GYP09_2021_1"
"107","GYP09","30",2021,1,"1-Apr",NA,NA,"12:21","8:30","SALMEL",NA,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","GYP09_2021_1"
"108","GYP09","30",2021,1,"1-Apr",NA,NA,"12:21","9:32","SALMEL",1,"BEE","Native",10,"Native bee","BEE_Native","BEE_Native_10","GYP09_2021_1"
"109","GYP09","30",2021,1,"1-Apr",NA,NA,"12:21","13:48","SALMEL",6,"BEE","Native",10,"Native bee","BEE_Native","BEE_Native_10","GYP09_2021_1"
"110","GYP09","30",2021,1,"1-Apr",NA,NA,"12:21","17:25","SALMEL",NA,"BEE","Native",10,"Native bee","BEE_Native","BEE_Native_10","GYP09_2021_1"
"111","GYP09","30",2021,1,"1-Apr",NA,NA,"12:21","16:11","SALMEL",2,"BEE","Bombus",NA,"Bombus","BEE_Bombus","BEE_Bombus","GYP09_2021_1"
"112","GYP09","30",2021,1,"1-Apr",NA,NA,"12:21","17:32","SALMEL",1,"BEE","Native",10,"Native bee","BEE_Native","BEE_Native_10","GYP09_2021_1"
"113","I02","0",2021,1,"1-Apr",33,NA,"14:29","4:32","MUSTARD",NA,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","I02_2021_1"
"114","I02","0",2021,1,"1-Apr",33,NA,"14:29","9:36","MUSTARD",2,"LID","",NA,"Bombyllid","LID","LID","I02_2021_1"
"115","I02","0",2021,1,"1-Apr",33,NA,"14:29","11:47","MUSTARD",5,"LID","",NA,"Bombyllid","LID","LID","I02_2021_1"
"116","I02","0",2021,1,"1-Apr",33,NA,"14:29","12:08","MUSTARD",2,"LID","",NA,"Bombyllid","LID","LID","I02_2021_1"
"117","I02","0",2021,1,"1-Apr",33,NA,"14:29","16:34","MUSTARD",2,"LID","",NA,"Bombyllid","LID","LID","I02_2021_1"
"118","I02","20",2021,1,"1-Apr",31,NA,"14:50","2:29","MUSTARD",NA,"LID","",NA,"Bombyllid","LID","LID","I02_2021_1"
"119","I02","45",2021,1,"1-Apr",32,NA,"15:20","","HESWHI",NA,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","I02_2021_1"
"120","I02","45",2021,1,"1-Apr",31,NA,"15:40","5:03","SISBEL",NA,"BEE","Native",20,"Xylocopa","BEE_Native","BEE_Native_20","I02_2021_1"
"121","I02","0",2021,1,"1-Apr",29,NA,"16:23","1:03","MUSTARD",2,"BEE","Bombus",NA,"Bombus","BEE_Bombus","BEE_Bombus","I02_2021_1"
"122","IRC08","5",2021,1,"2-Apr",20,NA,"10:53","5:05","EROCIC",NA,"SYP","",NA,"Syphrid fly","SYP","SYP","IRC08_2021_1"
"123","IRC08","5",2021,1,"2-Apr",20,NA,"10:53","","EROCIC",NA,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","IRC08_2021_1"
"124","IRC08","5",2021,1,"2-Apr",20,NA,"10:53","","PHAPAR",NA,"DIP","",NA,"Diptera","DIP","DIP","IRC08_2021_1"
"125","IRC08","5",2021,1,"2-Apr",20,NA,"10:53","","PHAPAR",NA,"BEE","Bombus",NA,"Bombus","BEE_Bombus","BEE_Bombus","IRC08_2021_1"
"126","IRC08","5",2021,1,"2-Apr",20,NA,"10:53","","MIRLAE",NA,"BEE","Bombus",NA,"Bombus","BEE_Bombus","BEE_Bombus","IRC08_2021_1"
"127","IRC08","25",2021,1,"2-Apr",21,NA,"11:14","0:00","EUCCHR",NA,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","IRC08_2021_1"
"128","IRC08","25",2021,1,"2-Apr",21,NA,"11:14","4:32","EUCCHR",2,"BEE","Native",5,"Native bee","BEE_Native","BEE_Native_5","IRC08_2021_1"
"129","IRC08","25",2021,1,"2-Apr",21,NA,"11:14","5:14","EUCCHR",6,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","IRC08_2021_1"
"130","IRC08","25",2021,1,"2-Apr",21,NA,"11:14","6:03","EUCCHR",NA,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","IRC08_2021_1"
"131","IRC08","25",2021,1,"2-Apr",21,NA,"11:14","6:10","EUCCHR",NA,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","IRC08_2021_1"
"132","IRC08","25",2021,1,"2-Apr",21,NA,"11:14","17:48","EUCCHR",1,"SYP","",NA,"Syphrid fly","SYP","SYP","IRC08_2021_1"
"133","IRC08","40",2021,1,"2-Apr",22,NA,"11:36","7:32","EUCCHR",2,"BEE","Native",5,"Native bee","BEE_Native","BEE_Native_5","IRC08_2021_1"
"134","IRC08","40",2021,1,"2-Apr",22,NA,"11:36","16:47","EUCCHR",1,"BEE","Native",5,"Native bee","BEE_Native","BEE_Native_5","IRC08_2021_1"
"135","IRC08","25",2021,1,"2-Apr",23,NA,"12:51","2:26","EUCCHR",NA,"BEE","Native",5,"Native bee","BEE_Native","BEE_Native_5","IRC08_2021_1"
"136","IRC08","25",2021,1,"2-Apr",23,NA,"12:51","10:30","EUCCHR",NA,"LID","",NA,"Bombyllid","LID","LID","IRC08_2021_1"
"137","IRC08","25",2021,1,"2-Apr",23,NA,"12:51","11:50","EUCCHR",1,"BEE","Native",5,"Native bee","BEE_Native","BEE_Native_5","IRC08_2021_1"
"138","IRC08","25",2021,1,"2-Apr",23,NA,"12:51","16:20","EUCCHR",2,"BEE","Native",5,"Native bee","BEE_Native","BEE_Native_5","IRC08_2021_1"
"139","IRC08","25",2021,1,"2-Apr",23,NA,"12:51","19:46","EUCCHR",1,"BEE","Native",5,"Native bee","BEE_Native","BEE_Native_5","IRC08_2021_1"
"140","IRC08","25",2021,1,"2-Apr",23,NA,"12:51","19:48","EUCCHR",2,"BEE","Native",5,"Native bee","BEE_Native","BEE_Native_5","IRC08_2021_1"
"141","IRC08","5",2021,1,"2-Apr",22,NA,"13:44","11:36","PHAPAR",NA,"BEE","Bombus",NA,"Bombus","BEE_Bombus","BEE_Bombus","IRC08_2021_1"
"142","IRC23","10",2021,2,"5-Apr",16,NA,"9:28","0:00","PHAPAR",NA,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","IRC23_2021_2"
"143","IRC23","10",2021,2,"5-Apr",16,NA,"9:28","5:20","PHAPAR",1,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","IRC23_2021_2"
"144","IRC23","10",2021,2,"5-Apr",16,NA,"9:28","5:26","EROCIC",5,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","IRC23_2021_2"
"145","IRC23","10",2021,2,"5-Apr",16,NA,"9:28","7:39","PHAPAR",3,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","IRC23_2021_2"
"146","IRC23","10",2021,2,"5-Apr",16,NA,"9:28","9:36","PHAPAR",2,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","IRC23_2021_2"
"147","IRC23","10",2021,2,"5-Apr",16,NA,"9:28","9:40","EROCIC",2,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","IRC23_2021_2"
"148","IRC23","10",2021,2,"5-Apr",16,NA,"9:28","10:26","PHAPAR",1,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","IRC23_2021_2"
"149","IRC23","10",2021,2,"5-Apr",16,NA,"9:28","12:52","PHAPAR",NA,"HUM","",NA,"Hummingbird","HUM","HUM","IRC23_2021_2"
"150","IRC23","10",2021,2,"5-Apr",16,NA,"9:28","15:04","PHAPAR",2,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","IRC23_2021_2"
"151","IRC23","10",2021,2,"5-Apr",16,NA,"9:28","14:15","EROCIC",1,"SYP","",NA,"Syphrid fly","SYP","SYP","IRC23_2021_2"
"152","IRC23","20",2021,2,"5-Apr",16,NA,"10:34","0:21","PHAPAR",2,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","IRC23_2021_2"
"153","IRC23","20",2021,2,"5-Apr",16,NA,"10:34","1:12","MIRLAE",1,"BEE","Native",10,"Native bee","BEE_Native","BEE_Native_10","IRC23_2021_2"
"154","IRC23","20",2021,2,"5-Apr",16,NA,"10:34","","PHAPAR",1,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","IRC23_2021_2"
"155","IRC23","20",2021,2,"5-Apr",16,NA,"10:34","2:09","PHAPAR",1,"BEE","Apis",NA,"Apis mellifera","BEE_Apis","BEE_Apis","IRC23_2021_2"
