Round,Transect,Quad,Species,Number on slide,Total pollen count,Heterospecific pollen yes/no,Heterospecific pollen count,
1,IRC01,20,EUCCHR,2,23,no,0,
1,IRC01,N/A,CALMEN,1,24,no,0,
1,SS04,0,GILANG,1,12,no,0,
1,SS04,0,GILANG,2,2,no,0,
1,IRC01,25,EROCIC,1,28,no,0,
1,IRC01,25,EROCIC,2,30,no,0,
1,IRC01,25,EROCIC,3,37,no,0,
1,IRC01,25,EROCIC,4,41,no,0,
1,I50,N/A,DICCAP,1,200,yes,47,
1,I50,N/A,DICCAP,2,160,yes,53,
2,SS04,5,Vak White,1,49,yes,2,
2,SS04,45,Vak White,1,35,no,0,
2,SS04,15,LUPBIC,1,210,no,0,
2,SS04,15,LUPBIC,2,74,no,0,
2,SS04,15,LUPBIC,3,150,no,0,
2,SS04,10,EROBOT,1,13,no,0,
2,SS04,10,EROBOT,2,29,no,0,
1,I50,N/A,DICCAP,1,91,yes,38,
1,I50,N/A,DICCAP,2,36,yes,12,
1,I50,35,LUPBIC,1,13,no,0,
1,I50,35,LUPBIC,2,0,no,0,
1,I50,35,LUPBIC,3,0,no,0,
1,I50,35,LUPBIC,4,3,no,0,
1,GYP09,20,SALMEL,1,4,no,0,
1,GYP09,20,SALMEL,2,9,no,0,
1,GYP09,20,SALMEL,3,15,no,0,
1,GYP09,20,SALMEL,4,18,no,0,
1,GYP09,45,SALMEL,1,8,no,0,
1,GYP09,45,SALMEL,2,2,no,0,
1,GYP09,45,SALMEL,3,30,no,0,
1,GYP09,45,SALMEL,4,0,no,0,
1,GYP09,45,SALMEL,5,23,no,0,
1,GYP09,5,KECANT,1,20,no,0,
1,GYP09,5,KECANT,2,62,no,0,
1,GYP09,5,KECANT,3,86,no,0,
1,GYP09,5,KECANT,4,39,no,0,
1,GYP09,5,KECANT,5,93,no,0,
1,IRC08,0,BRANIG,1,16,no,0,
1,IRC08,0,BRANIG,2,29,no,0,
1,IRC08,0,BRANIG,3,37,no,0,
1,IRC08,0,BRANIG,4,30,no,0,
2,GYP08,5,SALMEL,1,9,yes,1,
2,GYP08,5,SALMEL,2,13,no,0,
2,GYP08,5,SALMEL,5,5,no,0,
2,GYP08,5,SALMEL,4,9,no,0,
2,GYP08,5,SALMEL,3,7,no,0,
2,IRC23,N/A,BRANIG,1,170,no,0,
2,IRC23,N/A,BRANIG,2,180,yes,1,
2,IRC23,N/A,BRANIG,3,150,no,0,
1,IRC13,10,ACMMAR,1,310,no,0,
1,IRC13,10,ACMMAR,2,400,no,0,
1,IRC13,10,ACMMAR,3,380,no,0,
1,IRC13,N/A,ACMGLA,1,170,no,0,
1,IRC13,N/A,ACMGLA,2,51,no,0,
1,IRC13,N/A,ACMGLA,3,19,no,0,
1,IRC13,15,ACMMAR,1,160,no,0,
1,IRC13,15,ACMMAR,2,450,no,0,
1,IRC13,10,HIRINC,1,160,no,0,
1,IRC13,10,HIRINC,2,170,no,0,
1,IRC13,10,HIRINC,3,89,no,0,
1,IRC13,15,HIRINC,1,62,no,0,
1,IRC13,15,HIRINC,2,60,no,0,
1,IRC13,15,HIRINC,4,5,no,0,
1,IRC13,15,HIRINC,3,97,no,0,
1,IRC13,N/A,HIRINC,1,102,no,0,
1,IRC13,N/A,HIRINC,2,36,no,0,
1,IRC13,N/A,HIRINC,3,7,no,0,
1,I20,5,ESCCAL,1,890,no,0,
2,GYP01,15,ESCCAL,1,430,no,0,
1,GYP09,N/A,PHA?,1,9,no,0,
1,GYP09,N/A,PHA,2,16,no,0,
1,GYP09,N/A,PHA?,3,11,no,0,
1,I02,20,HIRINC,1,280,yes,3,
1,I02,20,HIRINC,2,143,no,0,
1,I02,5,HIRINC,1,180,no,0,
1,I02,40,HIRINC,1,109,no,0,
2,BD21,30,PHA (White),1,14,no,0,
2,BD21,30,PHA (White),2,8,no,0,
2,IRC23,0,PHARAR,1,7,no,0,
2,IRC23,0,PHARAR,2,19,no,0,
2,BD21,N/A,EMMPEN,1,180,no,0,
2,BD21,N/A,EMMPEN,2,20,no,0,
1,BD21,20,EUCCHR,1,76,no,0,
1,BD21,20,EUCCHR,2,17,no,0,
1,BD21,20,EUCCHR,3,62,no,0,
1,IRC13,N/A,CAMISSONIA,1,180,no,0,
1,IRC13,N/A,CAMISSONIA,2,190,no,0,
1,IRC13,N/A,CAMISSONIA,1,250,no,0,
1,IRC13,N/A,CAMISSONIA,2,300,no,0,
1,IRC13,N/A,CALMAC,1,39,no,0,
1,IRC13,N/A,CAMISSONIA,1,230,no,0,
1,IRC13,N/A,CAMISSONIA,1,240,no,0,
1,IRC13,N/A,CAMISSONIA,2,170,no,0,
1,IRC13,N/A,CAMISSONIA,3,200,no,0,
2,BD21,10,KECANT,1,39,no,0,
2,BD21,10,KECANT,2,52,no,0,
2,BD21,10,KECANT,3,43,no,0,
2,BD21,10,KECANT,4,55,no,0,
2,BD21,25,Pha (White),1,9,no,0,
2,BD21,25,Pha (White),2,13,no,0,
2,BD21,25,Pha (White),3,7,no,0,
1,BD21,N/A,BRANIG,1,83,no,0,
1,BD21,N/A,BRANIG,2,70,no,0,
1,BD21,N/A,BRANIG,3,59,no,0,
1,BD21,N/A,BRANIG,6,48,no,0,
1,BD21,N/A,BRANIG,4,84,no,0,
1,BD21,N/A,BRANIG,5,56,no,0,
1,IRC13,N/A,LUP TRE/SOC,1,28,no,0,
1,IRC13,N/A,LUP TRE/SOC,2,31,no,0,
1,IRC13,N/A,LUP TRE/SOC,4,37,no,0,
1,IRC13,N/A,LUP TRE/SOC,3,30,no,0,
2,IRC23,10,PHARAR,1,42,no,0,
2,IRC23,10,PHARAR,2,51,no,0,
2,IRC23,10,PHARAR,3,46,no,0,
1,BD21,N/A,BRANIG,1,69,no,0,
1,BD21,N/A,BRANIG,2,104,no,0,
1,BD21,N/A,BRANIG,3,77,no,0,
1,BKR10,N/A,DICCAP,1,79,no,0,
1,BKR10,N/A,DICCAP,2,28,no,0,
1,BKR10,N/A,DICCAP,1,150,no,0,
1,BKR10,N/A,DICCAP,2,240,no,0,
1,I50,15,GILANG,1,5,yes,1,
1,I50,15,GILANG,2,85,yes,6,
1,I50,15,GILANG,3,23,yes,5,
3,SS05,5,CALMAC,1,58,no,0,
3,SS05,5,CALMAC,2,41,no,0,
3,SS05,25,CALMAC,3,35,no,0,
3,SS05,25,CALMAC,4,52,no,0,
3,SS05,25,CALMAC,1,34,no,0,
3,SS05,25,CALMAC,2,70,no,0,
3,SS05,25,CALMAC,3,27,no,0,
3,SS05,25,CALMAC,4,41,no,0,
2,SS04,15,EROCIC,1,7,no,0,
2,SS04,15,EROCIC,2,34,no,0,
2,SS04,15,EROCIC,3,11,no,0,
2,SS05,N/A,ENCCAL,1,230,yes,13,
2,SS05,N/A,ENCCAL,2,270,yes,9,
2,SS05,N/A,ENCCAL,3,71,yes,2,
2,SS05,N/A,ENCCAL,4,150,yes,4,
2,SS05,N/A,ENCCAL,5,98,no,0,
2,SS05,N/A,ENCCAL,7,34,no,0,
2,SS05,N/A,ENCCAL,6,21,no,0,
2,SS05,N/A,ENCCAL,8,17,no,0,
2,SS05,N/A,ENCCAL,9,40,no,0,
2,SS05,N/A,ENCCAL,10,102,yes,3,
3,I40,0,ENCCAL,1,62,yes,2,
3,I40,0,ENCCAL,2,29,no,0,
3,I40,0,ENCCAL,3,56,no,0,
3,I40,0,ENCCAL,4,72,yes,1,
3,I40,0,ENCCAL,5,47,no,0,
3,IRC01,25,CALMAC,1,18,no,0,
3,IRC01,25,CALMAC,2,54,no,0,
2,SS03,20,CALMAC,1,67,yes,1,
2,SS03,20,CALMAC,2,18,yes,4,
2,SS03,20,CALMAC,3,39,yes,6,
1,I50,N/A,CALCIL,2,203,yes,8,
1,I50,N/A,CALCIL,3,57,yes,1,
1,I50,N/A,CALCIL,1,130,yes,1,
2,SS03,30,CALMAC,1,2,no,0,
2,SS03,30,CALMAC,3,32,no,0,
2,SS03,30,CALMAC,2,104,no,0,
2,SS03,25,CALMAC,N/A,45,no,0,
2,SS04,5,CALMAC,1,59,yes,3,
1,SS05,45,SALMEL,4,3,yes,3,
2,GYP01,5,GILANG,N/A,163,no,0,
2,GYP01,N/A,GILANG,N/A,357,yes,61,
2,GYP01,N/A,GILANG,1,154,no,0,
2,GYP01,N/A,GILANG,4,179,yes,41,
2,GYP01,N/A,GILANG,2,219,no,0,
2,GYP01,N/A,GILANG,3,4,no,0,
2,GYP08,N/A,PHACIC,2,45,yes,16,
2,GYP08,N/A,PHACIC,1,53,no,0,
2,GYP08,N/A,PHACIC,3,41,no,0,
2,SS03,45,CALMAC,3,16,no,0,
2,SS03,45,CALMAC,1,77,no,0,
2,SS03,45,CALMAC,2,45,no,0,
2,SS04,25,CALMAC,1,49,no,0,
2,SS04,25,CALMAC,2,257,no,0,
2,SS04,25,CALMAC,3,53,no,0,
2,SS03,45,CALMAC,1,17,no,0,
2,SS03,45,CALMAC,2,46,no,0,
2,SS04,20,CALMAC,1,95,no,0,
2,SS04,20,CALMAC,2,105,no,0,
1,BKR10,0,EROBRA,1,26,yes,1,
1,BKR10,0,EROBRA,2,27,no,0,
1,BKR10,0,EROBRA,3,24,no,0,
1,BKR10,0,EROBRA,4,3,no,0,
1,SS05,20,MIRLAE,n/a,40,no,0,
1,I50,30,EROCIC,1,34,yes,1,
1,I50,30,EROCIC,2,28,no,0,
2,BKR07,35,GILANG,1,183,yes,2,
2,BKR07,35,GILANG,2,7,no,0,
2,BKR07,35,GILANG,3,18,no,0,
2,BKR07,35,GILANG,4,176,yes,2,
2,BKR07,35,GILANG,5,55,yes,3,
2,BKR07,N/A,TRI,1,117,yes,3,
2,BKR07,N/A,TRI,2,67,yes,14,
2,BKR07,N/A,TRI,1,266,yes,2,
2,IRC01,N/A,DICCAP,1,381,yes,23,
2,IRC01,N/A,DICCAP,2,335,yes,1,
2,IRC01,N/A,DICCAP,3,952,yes,3,
1,I20,45,ERO,1,29,no,0,
1,I20,45,ERO,2,46,no,0,
1,I20,45,ERO,3,5,yes,1,
1,I20,45,ERO,4,24,yes,1,
1,I20,45,ERO,5,15,yes,3,
1,I20,45,ERO,6,64,no,0,
2,IRC01,N/A,ANAARV,1,86,no,0,
2,IRC01,N/A,ANAARV,2,151,no,0,
2,IRC01,N/A,ANAARV,3,61,no,0,
2,IRC01,N/A,ANAARV,4,246,no,0,
2,IRC01,N/A,ANAARV,5,98,no,0,
2,IRC01,N/A,ANAARV,6,138,no,0,
2,GYP08,N/A,EROBOT,1,26,no,0,
2,GYP08,N/A,EROBOT,2,48,no,0,
2,GYP08,N/A,EROBOT,3,47,no,0,
2,GYP01,N/A,SOLXAN,1,89,no,0,
2,GYP01,N/A,SOLXAN,2,57,no,0,
2,GYP01,N/A,SOLXAN,3,42,no,0,
2,GYP01,N/A,SOLXAN,4,146,yes,3,
2,GYP01,N/A,SOLXAN,5,174,no,0,
2,SS04,30,CALMAC,1,39,no,0,
2,SS04,30,CALMAC,2,268,no,0,
2,SS04,30,CALMAC,3,36,yes,1,
2,SS04,40,CALMAC,1,78,,0,
2,SS04,40,CALMAC,2,80,yes,1,
2,SS04,40,CALMAC,3,229,yes,1,
2,SS04,40,CALMAC,1,114,no,0,
2,SS04,40,CALMAC,2,61,no,0,
2,SS04,40,CALMAC,1,4,no,0,
2,SS04,40,CALMAC,2,5,no,0,
2,SS04,40,CALMAC,3,69,no,0,
2,SS04,15,CALMAC,1,142,yes,2,
2,SS04,15,CALMAC,2,29,no,0,
2,SS04,15,CALMAC,3,10,no,0,
2,SS04,15,CALMAC,1,5,no,0,
2,SS04,15,CALMAC,2,32,no,0,
2,SS04,15,CALMAC,1,98,no,0,
2,SS04,15,CALMAC,2,15,no,0,
2,GYP08,25,SALMEL,1,28,no,0,
2,GYP08,25,SALMEL,2,26,no,0,
2,IRC23,30,CALMAC,1,112,no,0,
2,IRC23,30,CALMAC,2,74,no,0,
2,IRC23,30,CALMAC,3,90,no,0,
2,IRC23,30,CALMAC,4,126,no,0,
2,IRC23,30,CALMAC,1,212,no,0,
2,IRC23,30,CALMAC,2,126,no,0,
2,IRC23,30,CALMAC,3,264,no,0,
2,IRC23,30,CALMAC,4,194,no,0,
2,IRC23,0,CALMAC,1,189,yes,2,
2,IRC23,0,CALMAC,2,178,no,0,
2,IRC23,0,CALMAC,3,83,yes,1,
2,IRC23,0,CALMAC,4,121,yes,2,
2,IRC23,0,CALMAC,1,134,no,0,
2,IRC23,0,CALMAC,2,86,no,0,
2,IRC23,0,CALMAC,3,107,no,0,
2,IRC23,0,CALMAC,4,450,yes,1,
2,IRC23,35,EROCIC,n/a,3,no,0,
2,IRC23,25,EROCIC,n/a,143,no,0,
1,I50,15,EROCIC,n/a,33,yes,1,
1,I50,N/A,EROCIC,1,66,no,0,
1,I50,N/A,EROCIC,2,2,no,0,
1,SS05,45,SALMEL,1,0,n/a,0,
1,SS05,45,SALMEL,2,0,n/a,0,
1,SS05,45,SALMEL,3,0,n/a,0,
1,SS05,45,SALMEL,4,3,no,0,
1,I50,35,EROCIC,1,84,no,0,
1,I50,35,EROCIC,2,18,no,0,
1,I50,35,EROCIC,3,4,no,0,
1,I50,25,EROCIC,1,91,yes,1,
1,I50,25,EROCIC,2,35,no,0,
1,I50,25,EROCIC,3,14,no,0,
1,I50,35,EROCIC,1,2,no,0,
1,I50,35,EROCIC,2,9,yes,1,
1,I50,25,EROBRA,1,5,no,0,
1,I50,25,EROBRA,2,32,no,0,
1,I50,25,EROBRA,3,14,no,0,
1,I50,25,EROBRA,4,6,yes,1,
1,I50,N/A,EROBOT,n/a,44,no,0,
1,I50,30,EROBRA,1,17,no,0,
1,I50,30,EROBRA,2,43,no,0,
1,I50,30,EROBRA,3,14,yes,2,
1,I50,25,EROBRA,1,24,yes,1,
1,I50,25,EROBRA,2,36,no,0,
1,I50,25,EROBRA,3,27,no,0,
1,I50,45,ACMGLA,n/a,429,no,0,
1,IRC08,45,EROCIC,1,30,no,0,
1,IRC08,45,EROCIC,2,54,yes,1,
1,IRC08,45,EROCIC,3,35,no,0,
1,IRC08,45,EROCIC,4,28,no,0,
1,IRC08,45,EROCIC,5,58,yes,6,
1,IRC08,45,EROCIC,6,50,no,0,
1,IRC08,45,SALMEL,1,2,no,0,
1,IRC08,45,SALMEL,2,1,no,0,
1,IRC08,45,SALMEL,3,4,no,0,
1,IRC08,45,SALMEL,4,0,no,0,
1,IRC08,45,SALMEL,5,3,no,0,
1,IRC08,40,EROCIC,1,98,no,0,
1,IRC08,40,EROCIC,2,18,no,0,
1,IRC08,40,EROCIC,3,56,no,0,
1,IRC08,40,EROCIC,4,66,no,0,
1,IRC08,15,MIRLAE,1,11,no,0,
1,IRC08,15,MIRLAE,2,4,no,0,
1,IRC08,15,MIRLAE,3,5, no,0,
1,IRC08,15,MIRLAE,4,21,no,0,
1,IRC08,15,MIRLAE,5,11,no,0,
1,IRC08,35,SALMEL,1,1,no,0,
1,IRC08,35,SALMEL,2,0, no,0,
1,IRC08,35,SALMEL,3,0,no,0,
1,IRC08,35,SALMEL,4,0,no,0,
1,IRC08,35,SALMEL,5,4,no,0,
1,IRC08,35,SALMEL,6,54,no,0,
1,IRC08,35,SALMEL,7,3,no,0,
1,IRC08,0,EROCIC,1,36,yes,9,
1,IRC08,0,EROCIC,2,50,yes,8,
1,IRC08,0,EROCIC,3,38,yes,24,
1,IRC08,20,SALMEL,1,0,no,0,
1,IRC08,20,SALMEL,2,1,no,0,
1,IRC08,20,SALMEL,3,1,no,0,
2,BD21,35,SALMEL,1,3,no,0,
2,BD21,35,SALMEL,2,1,no,0,
2,BD21,35,SALMEL,3,4,no,0,
2,BD21,35,SALMEL,4,2,no,0,
1,BKR10,N/A,ANAARV,1,81,no,0,
1,BKR10,N/A,ANAARV,2,84,no,0,
1,BKR10,N/A,ANAARV,3,55,no,0,
1,BKR10,N/A,ANAARV,4,182,no,0,
1,BKR10,N/A,ANAARV,5,75,no,0,
1,IRC08,N/A,PHACIC,1,2,no,0,
1,IRC08,N/A,PHACIC,2,3,no,0,
1,BKR10,0,EROBRA,1,9,no,0,
1,BKR10,0,EROBRA,2,4,no,0,
1,BKR10,0,EROBRA,3,25,no,0,
1,BKR10,0,EROBRA,4,61,no,0,
1,BKR10,0,EROBRA,5,13,no,0,
1,IRC08,10,EROCIC,1,72,no,0,
1,IRC08,10,EROCIC,2,78,no,0,
1,IRC08,10,EROCIC,3,106,no,0,
1,IRC08,10,EROCIC,4,70,no,0,
1,IRC08,10,EROCIC,5,20,no,0,
1,IRC08,10,EROCIC,6,36,no,0,
1,IRC08,30,EROCIC,1,39,no,0,
1,IRC08,30,EROCIC,2,83,no,0,
1,IRC08,30,EROCIC,3,66,no,0,
1,IRC08,25,EROCIC,1,105,no,0,
1,IRC08,25,EROCIC,2,50,no,0,
1,IRC08,25,EROCIC,3,116,no,0,
1,IRC08,30,EROCIC,1,81,yes,1,
1,IRC08,30,EROCIC,2,32,no,0,
1,IRC08,35,EROCIC,1,16,no,0,
1,IRC08,35,EROCIC,2,3,yes,1,
1,IRC23,30,EROCIC,1,28,no,0,
1,IRC23,30,EROCIC,2,22,no,0,
1,IRC23,30,EROCIC,3,18,no,0,
1,IRC23,30,EROCIC,4,47,no,0,
1,IRC23,30,EROCIC,5,52,no,0,
1,IRC23,25,PHAPAR,1,30,no,0,
1,IRC23,25,PHAPAR,2,35,no,0,
2,BKR10,30,SALMEL,1,2,no,0,
2,BKR10,30,SALMEL,2,1,no,0,
2,BKR10,30,SALMEL,3,0,no,0,
2,IRC23,0,SALMEL,1,12,no,0,
2,IRC23,0,SALMEL,2,4,no,0,
2,IRC23,0,SALMEL,3,5,yes,1,
2,IRC23,0,SALMEL,4,4,no,0,
2,IRC23,0,SALMEL,5,17,yes,1,
2,IRC23,10,EROCIC,1,3,no,0,
2,IRC23,10,EROCIC,2,10,no,0,
2,IRC23,10,EROCIC,3,82,yes,1,
2,IRC23,10,EROCIC,4,12,no,0,
2,IRC23,10,EROCIC,5,5,no,0,
2,BD21,0,SALMEL,1,1,no,0,
2,BD21,0,SALMEL,2,5,no,0,
2,BD21,0,SALMEL,3,2,no,0,
2,BD21,0,SALMEL,4,1,no,0,
2,BD21,0,SALMEL,5,26,no,0,
2,BD21,30,SALMEL,1,4,no,0,
2,BD21,30,SALMEL,2,1,no,0,
2,BD21,30,SALMEL,3,3,no,0,
2,BD21,30,SALMEL,4,4,no,0,
2,BD21,30,SALMEL,5,4,no,0,
2,BD21,30,SALMEL,1,4,no,0,
2,BD21,30,SALMEL,2,2,no,0,
2,BD21,30,SALMEL,3,4,no,0,
2,BD21,30,SALMEL,4,1,no,0,
2,BD21,30,SALMEL,5,18,no,0,
2,BD21,10,SALMEL,1,17,no,0,
2,BD21,10,SALMEL,2,14,no,0,
2,BD21,10,SALMEL,3,2,no,0,
2,BD21,10,SALMEL,4,6,no,0,
2,BD21,10,SALMEL,5,18,no,0,
2,BD21,10,SALMEL,6,10,no,0,
2,IRC23,5,EROCIC,1,5,no,0,
2,IRC23,5,EROCIC,2,5,no,0,
2,IRC23,5,EROCIC,3,35,no,0,
2,IRC23,5,EROCIC,4,7,no,0,
2,IRC23,5,EROCIC,5,2,no,0,
2,IRC23,5,EROCIC,6,0,n0,0,
2,IRC01,N/A,SALMEL,1,0,no,0,
2,IRC01,N/A,SALMEL,2,14,yes,2,
2,IRC01,N/A,SALMEL,3,7,no,0,
2,IRC01,N/A,SALMEL,4,2,no,0,
2,IRC01,N/A,SALMEL,5,0,no,0,
1,BKR10,45,SALMEL,1,0,no,0,
1,BKR10,45,SALMEL,2,0,no,0,
1,BKR10,45,SALMEL,3,0,no,0,
1,BKR10,45,SALMEL,4,0,no,0,
1,BKR10,45,SALMEL,5,1,no,0,
1,BKR10,45,SALMEL,6,0,no,0,
1,I50,0,SALMEL,1,0,no,0,
1,I50,0,SALMEL,2,33,no,0,
1,I50,0,SALMEL,3,12,no,0,
1,I50,0,SALMEL,4,0,no,0,
1,I50,0,SALMEL,5,0,no,0,
1,I50,0,SALMEL,6,1,no,0,
2,BD21,10,SALMEL,1,4,no,0,
2,BD21,10,SALMEL,2,37,no,0,
2,BD21,10,SALMEL,3,9,no,0,
2,BD21,10,SALMEL,4,79,no,0,
2,BD21,10,SALMEL,5,7,no,0,
1,I50,0,SALMEL,1,1,no,0,
1,I50,0,SALMEL,2,9,no,0,
1,I50,0,SALMEL,3,0,no,0,
1,I50,0,SALMEL,4,3,no,0,
1,I50,0,SALMEL,5,0,no,0,
1,I20,5,SALMEL,1,6,no,0,
1,I20,5,SALMEL,2,7,no,0,
1,I20,5,SALMEL,3,3,no,0,
1,I20,5,SALMEL,4,4,no,0,
1,I20,5,SALMEL,5,16,no,0,
1,IRC01,5,EUCCHR,1,53,no,0,
1,IRC01,5,EUCCHR,2,33,no,0,
1,IRC01,5,EUCCHR,3,38,no,0,
1,IRC01,5,EUCCHR,4,38,yes,1,
1,IRC01,5,EUCCHR,5,42,no,0,
1,IRC01,G35,EUCCHR,1,59,no,0,
1,IRC01,G35,EUCCHR,2,42,no,0,
1,IRC01,G35,EUCCHR,3,84,no,0,
1,IRC01,G35,EUCCHR,4,42,no,0,
1,IRC01,0,EROCIC,1,16,no,0,
1,IRC01,0,EROCIC,2,22,no,0,
1,IRC01,0,EROCIC,3,115,no,0,
1,IRC01,0,EROCIC,4,83,no,0,
1,IRC01,0,EROCIC,5,157,yes,38,
1,IRC01,G35,EUCCHR,1,52,no,0,
1,IRC01,G35,EUCCHR,2,66,no,0,
1,IRC01,G35,EUCCHR,3,56,no,0,
1,IRC01,G35,EUCCHR,4,73,no,0,
1,IRC01,5,EROCIC,1,66,no,0,
1,IRC01,5,EROCIC,2,34,yes,2,
1,IRC01,5,EROCIC,3,19,no,0,
1,IRC01,5,EROCIC,4,68,no,0,
2,SS04,25,GILANG,1,127,yes,1,
2,SS04,25,GILANG,2,84,yes,1,
2,SS04,25,GILANG,3,29,no,0,
2,SS04,25,GILANG,4,175,yes,2,
2,SS04,25,GILANG,5,7,no,0,
2,SS04,5,GILANG,1,68,no,0,
2,SS04,5,GILANG,2,191,no,0,
2,SS04,5,GILANG,3,350,no,0,
2,SS04,5,GILANG,4,212,no,0,
2,SS04,20,GILANG,1,41,no,0,
2,SS04,20,GILANG,2,153,no,0,
2,SS04,20,GILANG,3,88,no,1,
2,SS04,20,GILANG,4,154,yes,0,
2,SS04,20,GILANG,5,181,yes,1,
2,SS04,25,LUPBIC,1,22,no,0,
2,SS04,25,LUPBIC,2,92,no,0,
2,SS04,25,LUPBIC,3,600,no,0,
2,SS04,25,LUPBIC,4,300,no,0,
2,BD21,40,SALMEL,1,2,no,0,
2,BD21,40,SALMEL,2,4,no,0,
2,BD21,40,SALMEL,3,14,no,0,
2,BD21,40,SALMEL,4,67,no,0,
2,BD21,40,SALMEL,5,8,no,0,
2,BD21,20,SALMEL,1,4,no,0,
2,BD21,20,SALMEL,2,4,no,0,
2,BD21,20,SALMEL,3,17,no,0,
2,BD21,20,SALMEL,4,10,no,0,
2,BD21,20,SALMEL,5,8,no,0,
2,GYP01,N/A,SALMEL,1,15,no,0,
2,GYP01,N/A,SALMEL,2,0,no,0,
2,GYP01,N/A,SALMEL,3,13,no,0,
2,GYP01,N/A,SALMEL,4,3,no,0,
2,GYP01,N/A,SALMEL,5,16,no,0,
2,GYP01,45,SALMEL,1,5,no,0,
2,GYP01,45,SALMEL,2,0,no,0,
2,GYP01,45,SALMEL,3,2,no,0,
2,GYP01,45,SALMEL,4,0,no,0,
2,GYP01,45,SALMEL,5,5,no,0,
2,GYP08,25,SALMEL,1,3,yes,1,
2,GYP08,25,SALMEL,2,0,no,0,
2,GYP08,25,SALMEL,3,5,no,0,
2,GYP08,25,SALMEL,4,2,no,0,
2,GYP08,25,SALMEL,5,7,no,0,
1,IRC01,10,EROCIC,1,19,no,0,
1,IRC01,10,EROCIC,2,34,no,0,
1,IRC01,10,EROCIC,3,45,no,0,
1,IRC01,10,EROCIC,4,62,yes,1,
2,SS04,15,GILANG,1,115,no,0,
2,SS04,15,GILANG,2,430,yes,1,
1,SS05,N/A,GILANG,1,180,yes,1,
1,SS05,N/A,GILANG,2,127,no,0,
1,SS05,N/A,GILANG,3,121,yes,1,
1,SS05,N/A,GILANG,4,89,no,0,
1,I20,5,SALMEL,1,1,no,0,
1,I20,5,SALMEL,2,8,no,0,
1,I20,5,SALMEL,3,32,yes,3,
1,I20,5,SALMEL,4,10,no,0,
1,I20,5,SALMEL,5,18,no,0,
1,I20,N/A,SALMEL,1,24,no,0,
1,I20,N/A,SALMEL,2,6,yes,1,
1,I20,N/A,SALMEL,3,4,no,0,
1,I20,N/A,SALMEL,4,50,no,0,
1,I20,N/A,SALMEL,5,20,no,0,
1,BKR10,30,SALMEL,1,0,no,0,
1,BKR10,30,SALMEL,2,1,no,0,
1,BKR10,30,SALMEL,3,0,no,0,
1,BKR10,30,SALMEL,4,0,no,0,
1,BKR10,30,SALMEL,5,0,no,0,
1,BKR10,30,SALMEL,6,3,no,0,
1,BKR10,30,SALMEL,7,7,no,0,
1,BKR10,45,SALMEL,1,7,no,0,
1,BKR10,45,SALMEL,2,5,no,0,
1,BKR10,45,SALMEL,3,20,yes,1,
1,BKR10,45,SALMEL,4,0,no,0,
1,BKR10,45,SALMEL,5,7,no,0,
2,IRC01,35,EROCIC,1,30,no,0,
2,IRC01,35,EROCIC,2,81,yes,7,
2,IRC01,35,EROCIC,3,46,no,0,
2,IRC01,35,EROCIC,4,35,no,0,
2,IRC01,35,EROCIC,5,75,no,0,
2,IRC01,35,EROCIC,1,57,no,0,
2,IRC01,35,EROCIC,2,12,no,0,
2,IRC01,35,EROCIC,3,77,no,0,
2,IRC01,35,EROCIC,4,94,no,0,
1,I50,N/A,ANAARV,1,47,yes,1,
1,GYP09,30,SALMEL,1,18,no,0,
1,GYP09,30,SALMEL,2,2,no,0,
1,GYP09,30,SALMEL,3,2,no,0,
1,GYP09,30,SALMEL,4,9,yes,2,
1,GYP09,30,SALMEL,5,1,no,0,
2,GYP01,N/A,EROBOT,1,40,no,0,
2,GYP01,N/A,EROBOT,2,18,no,0,
2,GYP01,N/A,EROBOT,3,23,no,0,
2,GYP01,N/A,EROBOT,4,33,yes,15,
1,BKR10,N/A,SALMEL,1,0,no,0,
1,BKR10,N/A,SALMEL,2,11,no,0,
1,BKR10,N/A,SALMEL,3,1,no,0,
1,BKR10,N/A,SALMEL,4,0,no,0,
1,BKR10,N/A,SALMEL,5,5,no,0,
1,BKR10,N/A,SALMEL,6,7,no,0,
1,IRC01,15,EROCIC,1,84,no,0,
1,IRC01,15,EROCIC,2,21,no,0,
1,IRC01,15,EROCIC,3,48,no,0,
1,IRC01,15,EROCIC,4,27,no,0,
1,I50,N/A,SALMEL,1,8,no,0,
1,I50,N/A,SALMEL,2,10,no,0,
1,I50,N/A,SALMEL,3,13,no,0,
1,I50,N/A,SALMEL,4,27,no,0,
1,I50,N/A,SALMEL,5,21,no,0,
1,IRC13,10,EROCIC,1,20,no,0,
1,IRC13,10,EROCIC,2,15,no,0,
1,IRC13,10,EROCIC,3,11,no,0,
1,IRC13,10,EROCIC,4,26,no,0,
1,IRC13,10,EROCIC,5,18,yes,10,
1,I50,0,SALMEL,1,1,no,0,
1,I50,0,SALMEL,2,1,no,0,
1,I50,0,SALMEL,3,0,no,0,
1,I50,0,SALMEL,4,1,no,0,
1,I50,0,SALMEL,5,0,no,0,
1,BD21,20,SALMEL,1,6,no,0,
1,BD21,20,SALMEL,2,1,no,0,
1,BD21,20,SALMEL,3,14,no,0,
1,BD21,20,SALMEL,4,6,no,0,
1,BD21,20,SALMEL,5,5,no,0,
1,BD21,15,SALMEL,1,19,no,0,
